PLAYER;TEAM;AGE;GP;G;FREQ;FGM;FGA;FG%;EFG%;2FG FREQ;2FGM;2FGA;2FG%;3FG FREQ;3PM;3PA;3P%;NONE
Dereon Seabron;NOP;23;5;4;100;0.8;2.6;30.8;34.6;84.6;0.6;2.2;27.3;15.4;0.2;0.4;50.0
Garrison Mathews;ATL;27;37;32;100;1.2;2.6;46.9;67.7;8.3;0.1;0.2;63.6;91.7;1.1;2.4;45.4
Zeke Nnaji;DEN;23;37;33;100;1.2;2.6;44.8;47.4;81.3;1.0;2.1;48.8;18.8;0.1;0.5;28.6
Richaun Holmes;WAS;30;23;19;100;1.4;2.6;55.9;55.9;100;1.4;2.6;55.6;0.0;0.0;0.0;
Ish Wainright;POR;29;7;6;100;0.9;2.6;33.3;50.0;11.1;0.0;0.3;0.0;88.9;0.9;2.3;37.6
Bruno Fernando;ATL;25;16;13;100;1.4;2.6;56.1;56.1;92.7;1.4;2.4;60.5;7.3;0.0;0.2;0.0
Bol Bol;PHX;24;15;11;100;1.7;2.5;65.8;69.7;73.7;1.5;1.9;78.6;26.3;0.2;0.7;29.9
KJ Martin;PHI;23;38;28;100;1.3;2.5;52.1;54.2;81.3;1.2;2.0;59.0;18.8;0.1;0.5;23.4
Johnny Davis;WAS;21;23;17;100;1.0;2.5;41.4;43.1;87.9;1.0;2.2;43.2;12.1;0.1;0.3;30.0
Ryan Rollins;WAS;21;10;9;100;1.3;2.5;52.0;56.0;88.0;1.1;2.2;50.0;12.0;0.2;0.3;66.7
Luka Samanic;UTA;24;24;18;100;0.9;2.5;36.7;40.8;61.7;0.7;1.5;46.1;38.3;0.2;1.0;21.9
AJ Griffin;ATL;20;18;17;100;0.7;2.5;28.9;38.9;26.7;0.2;0.7;32.8;73.3;0.5;1.8;27.3
Emoni Bates;CLE;20;10;7;100;0.6;2.5;24.0;34.0;20.0;0.1;0.5;20.0;80.0;0.5;2.0;25.0
Dariq Whitehead;BKN;19;2;1;100;0.5;2.5;20.0;20.0;40.0;0.5;1.0;50.0;60.0;0.0;1.5;0.0
Jordan McLaughlin;MIN;27;30;22;100;1.0;2.5;40.5;52.0;43.2;0.4;1.1;40.2;56.8;0.6;1.4;40.7
Olivier-Maxence Prosper;DAL;21;28;23;100;0.9;2.5;34.8;40.6;52.2;0.6;1.3;44.2;47.8;0.3;1.2;24.6
Joe Harris;DET;32;16;13;100;0.9;2.4;35.9;48.7;23.1;0.3;0.6;44.6;76.9;0.6;1.9;33.5
Patrick Baldwin Jr.;WAS;21;17;14;100;0.9;2.4;39.0;51.2;46.3;0.3;1.1;31.2;53.7;0.6;1.3;45.7
Kenneth Lofton Jr.;PHI;21;17;14;100;0.9;2.4;36.6;40.2;70.7;0.7;1.7;41.5;29.3;0.2;0.7;25.4
Jock Landale;HOU;28;29;23;100;0.9;2.4;37.7;39.1;73.9;0.8;1.8;47.2;26.1;0.1;0.6;11.3
Cory Joseph;GSW;32;26;22;100;0.8;2.4;35.5;45.2;35.5;0.4;0.8;44.7;64.5;0.5;1.5;29.9
Lamar Stevens;MEM;26;19;14;100;1.1;2.4;46.7;50.0;82.2;0.9;1.9;48.7;17.8;0.2;0.4;38.1
Lindy Waters III;OKC;26;22;16;100;1.1;2.4;44.2;64.4;7.7;0.1;0.2;50.0;92.3;0.9;2.2;43.6
Trent Forrest;ATL;25;20;17;100;0.8;2.4;31.9;34.0;85.1;0.7;2.0;32.5;14.9;0.1;0.3;28.6
Moses Brown;POR;24;9;7;100;1.0;2.3;42.9;42.9;100;1.0;2.3;42.9;0.0;0.0;0.0;
Amari Bailey;CHA;19;3;3;100;0.7;2.3;28.6;28.6;57.1;0.7;1.3;50.4;42.9;0.0;1.0;0.0
Cole Swider;MIA;24;8;7;100;0.9;2.3;38.9;50.0;27.8;0.4;0.6;60.3;72.2;0.5;1.6;30.7
Sandro Mamukelashvili;SAS;24;28;21;100;0.9;2.2;41.9;48.4;46.8;0.6;1.0;61.5;53.2;0.3;1.2;24.6
Otto Porter Jr.;UTA;30;15;13;100;0.9;2.2;42.4;54.5;30.3;0.4;0.7;59.7;69.7;0.5;1.5;34.6
Jalen Hood-Schifino;LAL;20;15;13;100;0.5;2.2;24.2;25.8;66.7;0.5;1.5;32.0;33.3;0.1;0.7;9.6
Jaxson Hayes;LAL;23;42;32;100;1.5;2.2;69.6;69.6;94.6;1.5;2.1;73.4;5.4;0.0;0.1;0.0
Wesley Matthews;ATL;37;21;19;100;0.6;2.2;28.3;38.0;21.7;0.2;0.5;39.6;78.3;0.4;1.7;25.1
Dalen Terry;CHI;21;33;28;100;0.8;2.2;37.5;43.8;43.1;0.6;0.9;58.5;56.9;0.3;1.2;21.8
Furkan Korkmaz;PHI;26;35;28;100;0.9;2.2;39.5;48.7;47.4;0.5;1.0;44.7;52.6;0.4;1.1;35.1
Reggie Bullock Jr.;HOU;32;22;20;100;0.9;2.1;42.6;58.5;23.4;0.2;0.5;46.0;76.6;0.7;1.6;41.5
D'Moi Hodge;LAL;25;7;6;100;0.7;2.1;33.3;43.3;20.0;0.3;0.4;67.4;80.0;0.4;1.7;25.1
Charles Bassey;SAS;23;19;13;100;1.5;2.0;71.8;71.8;97.4;1.5;2.0;73.5;2.6;0.0;0.1;0.0
Dwight Powell;DAL;32;46;35;100;1.4;2.0;71.0;71.5;97.8;1.4;2.0;71.2;2.2;0.0;0.0;50.0
Boban Marjanovic;HOU;35;9;8;100;1.1;2.0;55.6;55.6;88.9;1.1;1.8;62.4;11.1;0.0;0.2;0.0
Ty Jerome;CLE;26;2;2;100;1.0;2.0;50.0;50.0;75.0;1.0;1.5;66.7;25.0;0.0;0.5;0.0
Saben Lee;PHX;24;11;10;100;0.8;2.0;40.9;40.9;77.3;0.8;1.6;52.9;22.7;0.0;0.5;0.0
Brandon Williams;DAL;24;10;9;100;0.8;2.0;40.0;45.0;70.0;0.6;1.4;42.9;30.0;0.2;0.6;33.3
R.J. Hampton;MIA;23;7;6;100;0.6;2.0;28.6;32.1;42.9;0.4;0.9;50.0;57.1;0.1;1.1;12.3
Jules Bernard;WAS;24;6;6;100;0.5;2.0;25.0;29.2;33.3;0.3;0.7;49.3;66.7;0.2;1.3;12.8
Kobe Bufkin;ATL;20;4;4;100;0.5;2.0;25.0;37.5;25.0;0.0;0.5;0.0;75.0;0.5;1.5;33.3
Andre Jackson Jr.;MIL;22;42;28;100;1.1;2.0;53.0;61.4;54.2;0.7;1.1;66.4;45.8;0.3;0.9;36.7
Davis Bertans;CHA;31;16;13;100;0.8;1.9;41.9;62.9;6.5;0.0;0.1;0.0;93.5;0.8;1.8;44.8
Luka Garza;MIN;25;12;9;100;0.8;1.9;43.5;47.8;69.6;0.7;1.3;50.4;30.4;0.2;0.6;29.3
Seth Lundy;ATL;23;9;9;100;0.4;1.9;23.5;32.4;23.5;0.1;0.4;25.0;76.5;0.3;1.4;22.9
Kobe Brown;LAC;24;31;26;100;0.7;1.9;36.2;44.8;37.9;0.3;0.7;49.3;62.1;0.3;1.2;27.6
Jared Rhoden;DET;24;6;4;100;1.0;1.8;54.5;59.1;63.6;0.8;1.2;70.9;36.4;0.2;0.7;25.4
Colin Castleton;LAL;23;5;5;100;1.2;1.8;66.7;66.7;100;1.2;1.8;66.7;0.0;0.0;0.0;
Moussa Diabate;LAC;22;10;7;100;0.9;1.8;50.0;50.0;100;0.9;1.8;50.0;0.0;0.0;0.0;
Charlie Brown Jr.;NYK;27;5;4;100;0.4;1.8;22.2;33.3;33.3;0.0;0.6;0.0;66.7;0.4;1.2;33.3
Frank Ntilikina;CHA;25;5;5;100;0.2;1.8;11.1;16.7;11.1;0.0;0.2;0.0;88.9;0.2;1.6;12.5
Leaky Black;CHA;24;22;16;100;0.8;1.8;43.6;52.6;61.5;0.5;1.1;41.3;38.5;0.3;0.7;47.1
Alex Len;SAC;30;20;15;100;1.1;1.8;62.9;62.9;91.4;1.1;1.6;68.8;8.6;0.0;0.1;0.0
Jalen Pickett;DEN;24;16;15;100;0.8;1.8;42.9;55.4;28.6;0.3;0.5;62.0;71.4;0.4;1.3;35.2
Jett Howard;ORL;20;11;10;100;0.6;1.7;36.8;47.4;26.3;0.3;0.5;60.0;73.7;0.4;1.3;28.3
Keyontae Johnson;OKC;23;7;5;100;0.6;1.7;33.3;37.5;83.3;0.4;1.4;30.1;16.7;0.1;0.3;48.3
Udoka Azubuike;PHX;24;13;8;100;1.2;1.7;72.7;72.7;100;1.2;1.7;72.8;0.0;0.0;0.0;
Collin Gillespie;DEN;24;16;11;100;0.8;1.7;48.1;55.6;48.1;0.6;0.8;69.1;51.9;0.3;0.9;28.4
Mamadi Diakite;SAS;27;3;2;100;1.3;1.7;80.0;80.0;100;1.3;1.7;79.6;0.0;0.0;0.0;
Leonard Miller;MIN;20;6;5;100;1.2;1.7;70.0;75.0;70.0;1.0;1.2;85.5;30.0;0.2;0.5;34.0
Taze Moore;POR;25;3;3;100;1.0;1.7;60.0;60.0;60.0;1.0;1.0;100;40.0;0.0;0.7;0.0
Lindell Wigginton;MIL;25;3;2;100;0.7;1.7;40.0;40.0;60.0;0.7;1.0;67.0;40.0;0.0;0.7;0.0
TyTy Washington Jr.;MIL;22;3;3;100;0.3;1.7;20.0;30.0;40.0;0.0;0.7;0.0;60.0;0.3;1.0;33.0
Anthony Gill;WAS;31;29;18;100;0.8;1.6;48.9;52.1;74.5;0.7;1.2;57.0;25.5;0.1;0.4;24.4
Aleksej Pokusevski;OKC;22;10;10;100;0.4;1.6;25.0;31.3;31.3;0.2;0.5;40.0;68.8;0.2;1.1;18.2
Daishen Nix;MIN;21;7;4;100;0.6;1.6;36.4;50.0;27.3;0.1;0.4;32.6;72.7;0.4;1.1;37.7
Terry Taylor;CHI;24;18;12;100;0.8;1.6;53.6;55.4;75.0;0.8;1.2;66.7;25.0;0.1;0.4;15.4
Julian Phillips;CHI;20;29;18;100;0.6;1.5;40.9;46.6;47.7;0.5;0.7;62.5;52.3;0.2;0.8;21.5
Olivier Sarr;OKC;24;12;6;100;0.8;1.5;55.6;61.1;66.7;0.7;1.0;67.0;33.3;0.2;0.5;34.0
Nate Hinton;HOU;24;10;7;100;0.7;1.5;46.7;63.3;46.7;0.2;0.7;28.6;53.3;0.5;0.8;62.5
Brice Sensabaugh;UTA;20;4;2;100;0.5;1.5;33.3;41.7;66.7;0.3;1.0;25.0;33.3;0.3;0.5;50.0
Javon Freeman-Liberty;TOR;24;2;1;100;0.5;1.5;33.3;33.3;100;0.5;1.5;33.3;0.0;0.0;0.0;
Alex Fudge;LAL;20;4;4;100;0.3;1.5;16.7;16.7;66.7;0.3;1.0;25.0;33.3;0.0;0.5;0.0
Johnny Juzang;UTA;22;2;2;100;0.0;1.5;0.0;0.0;0.0;0.0;0.0;;100;0.0;1.5;0.0
Cody Zeller;NOP;31;35;22;100;0.6;1.5;40.4;41.3;94.2;0.6;1.4;40.7;5.8;0.0;0.1;33.3
Kessler Edwards;SAC;23;35;19;100;0.6;1.4;42.9;55.1;36.7;0.3;0.5;51.0;63.3;0.3;0.9;38.2
Justin Minaya;POR;24;16;8;100;0.4;1.4;27.3;34.1;36.4;0.2;0.5;38.0;63.6;0.2;0.9;21.6
Taj Gibson;NYK;38;14;9;100;0.4;1.4;31.6;31.6;78.9;0.4;1.1;40.2;21.1;0.0;0.3;0.0
Isaiah Mobley;CLE;24;3;2;100;0.7;1.3;50.0;62.5;50.0;0.3;0.7;49.3;50.0;0.3;0.7;49.3
Greg Brown III;DAL;22;6;2;100;0.5;1.3;37.5;43.8;62.5;0.3;0.8;39.8;37.5;0.2;0.5;34.0
Josh Minott;MIN;21;16;13;100;0.6;1.3;47.6;50.0;71.4;0.6;0.9;59.6;28.6;0.1;0.4;15.8
Garrett Temple;TOR;37;16;13;100;0.5;1.3;38.1;42.9;57.1;0.4;0.8;50.7;42.9;0.1;0.6;23.2
Damian Jones;CLE;28;25;12;100;0.7;1.3;53.1;56.3;78.1;0.6;1.0;60.0;21.9;0.1;0.3;28.6
P.J. Tucker;LAC;38;15;10;100;0.4;1.3;31.6;44.7;15.8;0.1;0.2;35.0;84.2;0.3;1.1;30.8
Jordan Miller;LAC;24;4;3;100;0.8;1.3;60.0;70.0;80.0;0.5;1.0;50.0;20.0;0.3;0.3;100
Admiral Schofield;ORL;26;12;7;100;0.4;1.3;33.3;40.0;40.0;0.3;0.5;50.0;60.0;0.2;0.8;22.7
Kendall Brown;IND;20;5;2;100;0.6;1.2;50.0;50.0;83.3;0.6;1.0;60.0;16.7;0.0;0.2;0.0
Sidy Cissoko;SAS;19;5;3;100;0.2;1.2;16.7;16.7;33.3;0.2;0.4;50.0;66.7;0.0;0.8;0.0
Robin Lopez;MIL;35;16;9;100;0.4;1.2;36.8;42.1;57.9;0.3;0.7;44.9;42.1;0.1;0.5;26.0
Jordan Ford;SAC;25;6;4;100;0.7;1.2;57.1;71.4;57.1;0.3;0.7;49.3;42.9;0.3;0.5;66.0
Ibou Badji;POR;21;15;8;100;0.7;1.1;64.7;64.7;100;0.7;1.1;64.6;0.0;0.0;0.0;
Nathan Mensah;CHA;25;25;16;100;0.5;1.1;42.9;42.9;100;0.5;1.1;42.9;0.0;0.0;0.0;
DaQuan Jeffries;NYK;26;10;6;100;0.5;1.1;45.5;50.0;63.6;0.4;0.7;57.1;36.4;0.1;0.4;25.0
Juan Toscano-Anderson;SAC;30;11;6;100;0.3;1.1;25.0;29.2;66.7;0.2;0.7;24.7;33.3;0.1;0.4;25.0
Adama Sanogo;CHI;22;3;1;100;1.0;1.0;100;100;100;1.0;1.0;100;0.0;0.0;0.0;
Drew Peterson;BOS;24;1;1;100;1.0;1.0;100;150.0;0.0;0.0;0.0;;100;1.0;1.0;100
Jermaine Samuels Jr.;HOU;25;11;7;100;0.7;1.0;72.7;72.7;81.8;0.7;0.8;89.0;18.2;0.0;0.2;0.0
Dylan Windler;LAL;27;7;4;100;0.6;1.0;57.1;85.7;14.3;0.0;0.1;0.0;85.7;0.6;0.9;66.3
Xavier Moon;LAC;29;2;1;100;0.5;1.0;50.0;50.0;50.0;0.5;0.5;100;50.0;0.0;0.5;0.0
Hamidou Diallo;WAS;25;2;1;100;0.5;1.0;50.0;50.0;100;0.5;1.0;50.0;0.0;0.0;0.0;
Chris Livingston;MIL;20;14;9;100;0.5;1.0;50.0;53.6;92.9;0.4;0.9;46.2;7.1;0.1;0.1;100
James Johnson;IND;36;5;3;100;0.4;1.0;40.0;40.0;80.0;0.4;0.8;50.0;20.0;0.0;0.2;0.0
Braxton Key;DEN;26;14;8;100;0.4;1.0;35.7;39.3;71.4;0.3;0.7;40.8;28.6;0.1;0.3;24.1
Pete Nance;CLE;23;2;1;100;0.0;1.0;0.0;0.0;100;0.0;1.0;0.0;0.0;0.0;0.0;
Markquis Nowell;TOR;24;1;1;100;0.0;1.0;0.0;0.0;100;0.0;1.0;0.0;0.0;0.0;0.0;
Jerome Robinson;GSW;26;9;5;100;0.0;1.0;0.0;0.0;44.4;0.0;0.4;0.0;55.6;0.0;0.6;0.0
Danny Green;PHI;36;2;2;100;0.0;1.0;0.0;0.0;50.0;0.0;0.5;0.0;50.0;0.0;0.5;0.0
Thanasis Antetokounmpo;MIL;31;21;8;100;0.5;0.9;52.6;52.6;94.7;0.5;0.9;55.8;5.3;0.0;0.1;0.0
Jericho Sims;NYK;25;26;12;100;0.7;0.9;73.9;73.9;100;0.7;0.9;73.9;0.0;0.0;0.0;
Jay Huff;DEN;26;8;5;100;0.5;0.9;57.1;71.4;28.6;0.3;0.3;100;71.4;0.3;0.6;39.7
Hunter Tyson;DEN;23;9;4;100;0.1;0.8;14.3;14.3;14.3;0.1;0.1;100;85.7;0.0;0.7;0.0
E.J. Liddell;NOP;23;8;4;100;0.1;0.8;16.7;16.7;16.7;0.1;0.1;100;83.3;0.0;0.6;0.0
Wendell Moore Jr.;MIN;22;14;7;100;0.4;0.7;50.0;50.0;60.0;0.4;0.4;83.7;40.0;0.0;0.3;0.0
Filip Petrusev;SAC;23;3;1;100;0.3;0.7;50.0;50.0;100;0.3;0.7;49.3;0.0;0.0;0.0;
Shaquille Harrison;MEM;30;3;1;100;0.3;0.7;50.0;50.0;100;0.3;0.7;49.3;0.0;0.0;0.0;
Jordan Walsh;BOS;19;3;2;100;0.3;0.7;50.0;50.0;50.0;0.3;0.3;100;50.0;0.0;0.3;0.0
Jalen Slawson;SAC;24;5;1;100;0.4;0.6;66.7;66.7;66.7;0.4;0.4;100;33.3;0.0;0.2;0.0
Jacob Toppin;NYK;23;4;1;100;0.3;0.5;50.0;50.0;50.0;0.3;0.3;100;50.0;0.0;0.3;0.0
Usman Garuba;GSW;21;2;1;100;0.0;0.5;0.0;0.0;100;0.0;0.5;0.0;0.0;0.0;0.0
Dmytro Skapintsev;NYK;25;2;1;100;0.0;0.5;0.0;0.0;100;0.0;0.5;0.0;0.0;0.0;0.0
Mouhamed Gueye;ATL;21;2;1;100;0.0;0.5;0.0;0.0;0.0;0.0;0.0;;100;0.0;0.5;0.0
Micah Potter;UTA;25;2;1;100;0.0;0.5;0.0;0.0;0.0;0.0;0.0;;100;0.0;0.5;0.0
JD Davison;BOS;21;2;1;100;0.0;0.5;0.0;0.0;0.0;0.0;0.0;;100;0.0;0.5;0.0
Maxwell Lewis;LAL;21;17;7;100;0.1;0.5;25.0;25.0;87.5;0.1;0.4;29.3;12.5;0.0;0.1;0.0
Ryan Arcidiacono;NYK;29;20;5;100;0.0;0.3;0.0;0.0;0.0;0.0;0.0;;100;0.0;0.3;0.0
